circle_donut_incomp(013),-0.2,1
circle_donut_incomp(026),-0.3,1
circle_donut_incomp(044),0.05,1
circle_donut_incomp(046),-0.1,1
circle_donut_incomp(047),0.3,1
circle_donut_incomp(048) (copy),-0.3,1
circle_donut_incomp(048),-0.3,1
circle_donut_incomp(049),0.4,1
circle_donut_incomp(050),0.4,1
circle_donut_incomp(052) (copy),-0.2,1
circle_donut_incomp(052),-0.2,1
circle_donut_incomp(053) (copy),-0.1,1
circle_donut_incomp(053),-0.1,1
circle_donut_incomp(054) (copy),-0.1,1
circle_donut_incomp(054),-0.1,1
circle_donut_incomp(055),0.2,1
circle_donut_incomp2(001) (copy),0,1
circle_donut_incomp2(001),0,1
circle_donut_incomp2(002) (copy),0,1
circle_donut_incomp2(002),0,1
circle_donut_incomp2(003) (copy),0,1
circle_donut_incomp2(003),0,1
circle_donut_incomp2(004) (copy),0,1
circle_donut_incomp2(004),0,1
circle_donut_incomp2(005) (copy),0,1
circle_donut_incomp2(005),0,1
circle_donut_incomp2(006) (copy),0,1
circle_donut_incomp2(006),0,1
circle_donut_incomp2(007) (copy),0,1
circle_donut_incomp2(007),0,1
circle_donut_incomp2(008) (copy),0,1
circle_donut_incomp2(008),0,1
circle_donut_incomp2(009),-0.1,1
circle_donut_incomp2(010),-0.1,1
circle_donut_incomp2(011),-0.1,1
circle_donut_incomp2(012),-0.3,1
circle_donut_incomp2(013),-0.3,1
circle_donut_incomp2(014),-0.3,1
circle_donut_incomp2(015),-0.1,1
circle_donut_incomp2(016),-0.1,1
circle_donut_incomp2(017),-0.1,1
circle_donut_incomp2(018),-0.1,1
circle_donut_incomp2(019),-0.1,1
circle_donut_incomp2(020),-0.1,1
circle_donut_incomp2(021),-0.3,1
circle_donut_incomp2(022),-0.3,1
circle_donut_incomp2(023),-0.3,1
circle_donut_incomp2(024),-0.3,1
